fid,id_plot,dbh,statut_vit,deg_tronc,deg_houp,deg_aplomb,num_onf,reserve,essence_com,essence,date_heure,commentaire,pointeur,tablette
"408","79",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:38:56,,,
"409","79",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:39:12,,,
"410","79",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:39:19,,,
"411","79",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:39:28,,,
"412","79",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:39:34,,,
"413","79",40,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Cèdre jaune ,2024/09/18 16:39:45,,,
"414","79",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:40:23,,,
"415","90",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Mahot noir,2024/09/18 17:17:43,,,
"416","90",35,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Mahot noir,2024/09/18 17:20:13,,,
"417","90",85,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Alimiao,2024/09/18 17:21:12,,,
"418","90",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:21:40,,,
"419","90",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:21:45,,,
"420","90",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:22:05,,,
"421","90",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,Mahot noir,2024/09/18 17:22:11,,,
"422","90",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:22:39,,,
"423","90",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:22:46,,,
"424","90",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:23:05,,,
"425","90",25,vivant,1 - Petites blessures (<200cm²),0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:23:35,,,
"426","90",30,mort,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:24:08,,,
"427","90",80,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:25:17,,,
"428","90",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:25:28,,,
"429","90",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Mahot noir,2024/09/18 17:26:09,,,
"430","90",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,Palmier,2024/09/18 17:27:11,,,
"431","90",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:27:30,,,
"432","90",45,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:27:39,,,
"433","90",40,mort,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:27:50,,,
"434","90",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:28:00,,,
"435","90",35,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Mahot noir,2024/09/18 17:28:09,,,
"436","90",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Boko,2024/09/18 17:28:49,,,
"437","90",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:29:46,,,
"438","90",45,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:30:01,,,
"439","90",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:30:12,,,
"440","90",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:30:26,,,
"441","90",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:31:10,,,
"442","90",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:31:19,,,
"443","90",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:31:31,,,
"444","90",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:31:48,,,
"445","90",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:32:27,,,
"446","84",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:41:33,,,
"447","84",45,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:42:50,,,
"448","84",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:43:15,,,
"449","84",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Mahot rouge,2024/09/18 17:43:23,,,
"450","84",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:43:45,,,
"451","84",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:43:54,,,
"452","84",55,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Cèdre jaune,2024/09/18 17:44:12,,,
"453","84",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:45:18,,,
"454","84",35,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:45:25,,,
"455","84",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:45:30,,,
"456","84",55,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:45:39,,,
"457","84",35,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Mahot noir,2024/09/18 17:45:49,Doublon,,
"458","84",80,mort,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:46:35,,,
"459","84",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:46:48,,,
"460","84",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:46:54,,,
"461","84",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:47:03,,,
"462","84",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:47:09,,,
"463","84",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:47:16,,,
"464","84",30,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Mahot noir,2024/09/18 17:47:25,,,
"465","84",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:47:53,,,
"466","84",35,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:48:00,,,
"467","84",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:49:02,,,
"468","84",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:49:11,,,
"469","84",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:49:20,,,
"470","84",50,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:49:28,,,
"471","84",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:49:59,,,
"472","84",50,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:50:05,,,
"473","84",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:50:16,,,
"474","84",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:50:22,,,
"475","84",30,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:50:32,,,
"476","84",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:51:06,,,
"477","84",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:51:12,,,
"478","84",85,mort,0 - Aucune blessure,0 - Aucune branche endommagée,3 - Arbre couché,,,,,2024/09/18 17:51:17,,,
"479","84",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:51:28,,,
"480","84",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:51:52,,,
"481","72",140,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Mahot rouge,2024/09/18 18:03:00,,,
"482","72",40,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Kobe,2024/09/18 18:05:21,,,
"483","72",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:05:45,,,
"484","72",35,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Wapa,2024/09/18 18:05:56,,,
"485","72",30,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:06:33,,,
"486","72",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:06:39,,,
"487","72",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:06:56,,,
"488","72",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:07:01,,,
"489","72",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:07:07,,,
"490","72",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:07:27,,,
"491","72",65,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Angélique ,2024/09/18 18:07:57,,,
"492","72",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:08:09,,,
"493","72",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:09:51,,,
"494","72",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:09:57,,,
"495","72",40,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:11:10,,,
"496","72",30,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:11:33,,,
"497","72",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:11:43,,,
"498","72",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:11:48,,,
"499","72",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:11:53,,,
"500","72",45,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Katou oudou,2024/09/18 18:12:01,,,
"501","72",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:12:36,,,
"502","72",50,mort,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:12:42,,,
"503","72",35,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:13:11,,,
"504","72",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:13:17,,,
"505","72",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:13:37,,,
"506","72",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:13:59,,,
"507","71",50,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:26:57,,,
"508","71",20,vivant,1 - Petites blessures (<200cm²),3 - Arbre étêté,0 - Arbre droit,,,true,Mahot noir,2024/09/18 18:28:28,,,
"509","71",40,vivant,0 - Aucune blessure,1 - Une ou plusieurs branches secondaires cassées,1 - Légèrement penché (<10°),,,,,2024/09/18 18:28:58,,,
"510","71",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:29:15,,,
"511","71",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:30:06,,,
"512","71",15,vivant,3 - Blessures importantes (>600cm²),0 - Aucune branche endommagée,1 - Légèrement penché (<10°),,,,,2024/09/18 18:30:17,Doublon ajout dégâts,,
"513","71",15,vivant,2 - Blessures moyennes (200-600cm²),3 - Arbre étêté,0 - Arbre droit,,,,,2024/09/18 18:31:46,,,
"514","71",45,intact,0 - Aucune blessure,3 - Arbre étêté,0 - Arbre droit,,,true,Wapa,2024/09/18 18:32:20,,,
"515","71",30,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Yalimiao,2024/09/18 18:35:23,,,
"516","71",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:35:45,,,
"517","71",25,mort,,3 - Arbre étêté,,,,,,2024/09/18 18:36:09,,,
"518","71",10,vivant,3 - Blessures importantes (>600cm²),0 - Aucune branche endommagée,2 - Moyennement penché (>10°),,,,,2024/09/18 18:37:22,,,
"519","71",30,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:38:19,,,
"520","71",15,mort,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:38:26,,,
"521","71",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:38:35,,,
"522","71",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Mahot noir,2024/09/18 18:38:48,,,
"523","71",50,mort,0 - Aucune blessure,0 - Aucune branche endommagée,3 - Arbre couché,,,,,2024/09/18 18:39:27,,,
"524","71",20,mort,3 - Blessures importantes (>600cm²),0 - Aucune branche endommagée,3 - Arbre couché,,,,,2024/09/18 18:40:50,,,
"525","71",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:41:30,,,
"526","71",20,mort,3 - Blessures importantes (>600cm²),3 - Arbre étêté,0 - Arbre droit,,,,,2024/09/18 18:41:46,,,
"527","71",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:43:30,,,
"528","71",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:43:37,,,
"529","71",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:43:43,,,
"530","71",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:43:50,,,
"531","71",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:43:59,,,
"532","71",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:44:09,,,
"533","71",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:44:15,,,
"534","71",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:44:50,,,
"535","71",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:44:56,,,
"536","71",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:46:31,,,
"537","71",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:46:54,,,
"538","71",35,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:47:09,,,
"539","69",10,mort,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 20:01:40,,,
"540","69",45,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Angélique ,2024/09/18 20:01:58,,,
"541","69",30,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Gonfolo gris,2024/09/18 20:03:03,,,
"542","69",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 20:04:10,,,
"543","69",40,mort,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 20:04:26,,,
"544","69",15,mort,0 - Aucune blessure,3 - Arbre étêté,0 - Arbre droit,,,,,2024/09/18 20:04:36,,,
"545","69",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 20:04:45,,,
"546","69",55,mort,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 20:04:53,,,
"547","69",20,mort,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 20:05:13,,,
"548","69",10,intact,0 - Aucune blessure,3 - Arbre étêté,0 - Arbre droit,,,true,CÈDRE BLANC,2024/09/18 20:05:29,,,
"549","69",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 20:06:13,,,
"550","69",30,vivant,0 - Aucune blessure,3 - Arbre étêté,0 - Arbre droit,,,,,2024/09/18 20:06:26,,,
"551","69",10,vivant,,0 - Aucune branche endommagée,,,,true,Angélique ,2024/09/18 20:06:41,,,
"552","69",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 20:08:33,,,
"553","69",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 20:08:53,,,
"554","69",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Eyamadou montagne ,2024/09/18 20:09:21,,,
"555","69",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 20:10:01,,,
"556","69",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 20:10:16,,,
"557","69",40,mort,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 20:11:22,,,
"558","69",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Boko,2024/09/18 20:11:30,,,
"559","69",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 20:11:42,,,
"560","69",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 20:12:15,,,
"561","69",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 20:12:55,,,
"562","69",10,vivant,0 - Aucune blessure,3 - Arbre étêté,0 - Arbre droit,,,,,2024/09/18 20:13:32,,,
"563","69",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 20:13:43,,,
"564","69",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 20:13:52,,,
"565","69",65,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Angélique ,2024/09/18 20:14:15,,,
"566","69",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 20:14:43,,,
"567","69",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 20:14:52,,,
"568","69",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 20:15:12,,,
"569","69",10,vivant,,1 - Une ou plusieurs branches secondaires cassées,,,,,,2024/09/18 20:15:45,,,
"570","69",20,vivant,1 - Petites blessures (<200cm²),1 - Une ou plusieurs branches secondaires cassées,0 - Arbre droit,,,,,2024/09/18 20:16:33,,,
"571","69",30,mort,0 - Aucune blessure,3 - Arbre étêté,0 - Arbre droit,,,,,2024/09/18 20:17:36,,,
"572","69",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Mahot noir ,2024/09/18 20:18:03,,,
"573","69",60,mort,0 - Aucune blessure,3 - Arbre étêté,0 - Arbre droit,,,,,2024/09/18 20:18:20,,,
"574","67",20,mort,0 - Aucune blessure,3 - Arbre étêté,0 - Arbre droit,,,,,2024/09/18 21:28:07,,,
"575","67",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:28:30,,,
"576","67",20,mort,0 - Aucune blessure,2 - Une ou plusieurs branches principales cassées ,0 - Arbre droit,,,,,2024/09/18 21:28:37,,,
"577","67",110,mort,3 - Blessures importantes (>600cm²),3 - Arbre étêté,0 - Arbre droit,,,,,2024/09/18 21:28:54,,,
"578","67",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Angélique ,2024/09/18 21:29:26,,,
"579","67",40,vivant,0 - Aucune blessure,1 - Une ou plusieurs branches secondaires cassées,0 - Arbre droit,,,,,2024/09/18 21:30:05,,,
"580","67",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:30:16,,,
"581","67",15,vivant,3 - Blessures importantes (>600cm²),0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:30:30,,,
"582","67",55,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:30:41,,,
"583","67",40,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:30:49,,,
"584","67",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:31:09,,,
"585","67",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:31:44,,,
"586","67",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Mahot noir,2024/09/18 21:31:50,,,
"587","67",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:32:07,,,
"588","67",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:32:13,,,
"589","67",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:32:19,,,
"590","67",25,vivant,1 - Petites blessures (<200cm²),1 - Une ou plusieurs branches secondaires cassées,,,,,,2024/09/18 21:32:24,,,
"591","67",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:33:11,,,
"592","67",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Mahot noir,2024/09/18 21:33:18,,,
"593","67",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:33:32,,,
"594","67",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Mahot noir,2024/09/18 21:33:38,,,
"595","67",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:33:53,,,
"596","67",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:33:59,,,
"597","67",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:34:05,,,
"598","67",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:34:38,,,
"599","67",10,mort,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:34:44,,,
"600","67",40,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:35:13,,,
"601","67",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Angélique ,2024/09/18 21:35:24,,,
"602","67",30,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:35:38,,,
"603","67",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:36:15,,,
"604","67",45,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:36:28,,,
"605","66",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:55:17,,,
"606","66",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:55:25,,,
"607","66",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:55:34,,,
"608","66",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:55:39,,,
"609","66",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:55:53,,,
"610","66",30,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:55:59,,,
"611","66",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:56:07,,,
"612","66",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:56:34,,,
"613","66",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:56:41,,,
"614","66",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:56:47,,,
"615","66",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:56:52,,,
"616","66",40,mort,,,,,,,,2024/09/18 21:56:57,,,
"617","66",20,mort,,,,,,,,2024/09/18 21:57:07,,,
"618","66",100,mort,,,,,,,,2024/09/18 21:57:17,,,
